State,Office.Level,Body.Name,Body_Represents_State,Body_Represents_County,Body_Represents_Muni,Office.Name,Official.Name,Official.Party,locality,votes
VA,County,,VA,King George County,,Clerk of Court (KING GEORGE COUNTY),"Charles V. ""Vic"" Mason",,King George County,4450
VA,County,Mecklenburg County School Board,VA,Mecklenburg County,,Member School Board (DISTRICT 5),Gavin L. Honeycutt,,Mecklenburg County,634
VA,County,,VA,Caroline County,,Commonwealth's Attorney (CAROLINE COUNTY),John L. Mahoney,,Caroline County,3945
VA,County,Clarke County Board of Supervisors,VA,Clarke County,,Member Board of Supervisors (BUCKMARSH DISTRICT),David S. Weiss,,Clarke County,576
VA,County,,VA,Rockingham County,,Soil and Water Conservation Director Shenandoah Valley District (ROCKINGHAM COUNTY),Stephen R. Lohr,,Rockingham County,7438
VA,County,,VA,Albemarle County,,Clerk of Court (ALBEMARLE COUNTY),Jon R. Zug,,Albemarle County,10472
VA,County,Russell County School Board,VA,Russell County,,Member School Board (DISTRICT 4),A. Wayne Bostic,,Russell County,839
VA,County,Brunswick County School Board,VA,Brunswick County,,Member School Board (DISTRICT 2),Carolyn P. Jones,,Brunswick County,678
VA,County,,VA,Lee County,,Sheriff (LEE COUNTY),Gary B. Parsons,,Lee County,4695
VA,County,,VA,Charles City County,,Commissioner of Revenue (CHARLES CITY COUNTY),Denise Burrell Smith,,Charles City County,2304
VA,County,Mecklenburg County School Board,VA,Mecklenburg County,,Member School Board (DISTRICT 2),Dale L. Sturdifen,,Mecklenburg County,476
VA,County,Russell County School Board,VA,Russell County,,Member School Board At Large (RUSSELL COUNTY),Cynthia K. Compton,,Russell County,3803
VA,City,,VA,,Manassas Park City,Clerk of Court (MANASSAS CITY-MANASSAS PARK CITY-PRINCE WILLIAM COUNTY),Jacqueline C. Smith,,Manassas Park City,831
VA,County,Richmond County Board of Supervisors,VA,Richmond County,,Member Board of Supervisors (DISTRICT 2),J. David Parr,,Richmond County,280
VA,County,Rockingham County School Board,VA,Rockingham County,,Member School Board (DISTRICT 2),Lowell L. Fulk,,Rockingham County,1790
VA,County,,VA,Charles City County,,Clerk of Court (CHARLES CITY COUNTY),Victoria Cox-Washington,,Charles City County,1418
VA,County,,VA,Nottoway County,,Commonwealth's Attorney (NOTTOWAY COUNTY),Terry Jervis Royall,,Nottoway County,3149
VA,County,,VA,Mathews County,,Clerk of Court (MATHEWS COUNTY),Angela C. Ingram,,Mathews County,2499
VA,County,Buchanan County School Board,VA,Buchanan County,,Member School Board (PRATER DISTRICT),Scotty Owens,,Buchanan County,507
VA,County,,VA,Powhatan County,,Sheriff (POWHATAN COUNTY),Brad W. Nunnally,,Powhatan County,4727
VA,County,Scott County School Board,VA,Scott County,,Member School Board (DISTRICT 1),David Mark Templeton,,Scott County,631
VA,County,,VA,Rappahannock County,,Sheriff (RAPPAHANNOCK COUNTY),Connie Compton Smith,,Rappahannock County,2126
VA,County,Charlotte County School Board,VA,Charlotte County,,Member School Board (CULLEN-RED HOUSE DISTRICT),"Henry W. ""Buzzy"" Carwile, Jr.",,Charlotte County,188
VA,County,,VA,Nelson County,,Commissioner of Revenue (NELSON COUNTY),Pamela C. Campbell,,Nelson County,3775
VA,County,Surry County School Board,VA,Surry County,,Member School Board (BACONS CASTLE DISTRICT),Elsie M.  Dennis,,Surry County,288
VA,County,,VA,Rockingham County,,Treasurer (ROCKINGHAM COUNTY),L. Todd Garber,,Rockingham County,9503
VA,County,New Kent County School Board,VA,New Kent County,,Member School Board (DISTRICT 4),Sarah Grier-Barber,,New Kent County,1150
VA,County,Albemarle County School Board,VA,Albemarle County,,Member School Board - Special (SAMUEL MILLER DISTRICT),Graham T. Paige,,Albemarle County,2355
VA,County,Fairfax County School Board,VA,Fairfax County,,Member School Board (SPRINGFIELD DISTRICT),Elizabeth L. Schultz,,Fairfax County,18739
VA,County,,VA,Lee County,,Treasurer (LEE COUNTY),Rita A. McCann,,Lee County,3927
VA,County,,VA,Montgomery County,,Member Town Council (CHRISTIANSBURG),Samuel M. Bishop III,,Montgomery County,3089
VA,County,Dickenson County School Board,VA,Dickenson County,,Member School Board (DISTRICT V),Rick A. Mullins,,Dickenson County,526
VA,County,Powhatan County Board of Supervisors,VA,Powhatan County,,Member Board of Supervisors (DISTRICT 3),Angie Cabell,,Powhatan County,899
VA,County,,VA,King George County,,Commissioner of Revenue (KING GEORGE COUNTY),Judy S. Hart,,King George County,3042
VA,County,Shenandoah County Board of Supervisors,VA,Shenandoah County,,Member Board of Supervisors (DISTRICT 3),Richard R. Walker,,Shenandoah County,1085
VA,County,,VA,Caroline County,,Treasurer (CAROLINE COUNTY),Elizabeth Beale Curran,,Caroline County,5765
VA,County,Sussex County School Board,VA,Sussex County,,Member School Board (STONY CREEK DISTRICT),Linda J. Skipper,,Sussex County,440
VA,County,Westmoreland County School Board,VA,Westmoreland County,,Member School Board (DISTRICT 4),Daniel F. Wallace,,Westmoreland County,481
VA,County,Buchanan County Board of Supervisors,VA,Buchanan County,,Member Board of Supervisors (NORTH GRUNDY DISTRICT),J. Carroll Branham,,Buchanan County,677
VA,County,Culpeper County School Board,VA,Culpeper County,,Member School Board (EAST FAIRFAX DISTRICT),Patricia A. Baker,,Culpeper County,763
VA,County,,VA,Stafford County,,Treasurer (STAFFORD COUNTY),Laura M. Rudy,,Stafford County,18966
VA,County,,VA,Prince Edward County,,Soil and Water Conservation Director Piedmont District (PRINCE EDWARD COUNTY),"William B. ""Bill"" Powers",,Prince Edward County,2320
VA,County,Chesterfield County School Board,VA,Chesterfield County,,Member School Board (MIDLOTHIAN DISTRICT),Javaid E. Siddiqi,,Chesterfield County,14392
VA,County,,VA,Appomattox County,,Commonwealth's Attorney (APPOMATTOX COUNTY),Darrel W. Puckett,,Appomattox County,1628
VA,County,,VA,Warren County,,Commonwealth's Attorney (WARREN COUNTY),Brian M. Madden,,Warren County,5180
VA,County,,VA,Buckingham County,,Sheriff (BUCKINGHAM COUNTY),"W. G. ""Billy"" Kidd, Jr.",,Buckingham County,2404
VA,County,Clarke County School Board,VA,Clarke County,,Member School Board (BERRYVILLE DISTRICT),Chuyen B. Kochinsky,,Clarke County,564
VA,County,Gloucester County School Board,VA,Gloucester County,,Member School Board (ABINGDON DISTRICT),"G. R. ""Randy"" Burak",,Gloucester County,1140
VA,City,,VA,,Williamsburg City,Commonwealth's Attorney (JAMES CITY COUNTY-WILLIAMSBURG CITY),"Nathan R. ""Nate"" Green",,Williamsburg City,2333
VA,County,Accomack County Board of Supervisors,VA,Accomack County,,Member Board of Supervisors (DISTRICT 4),Paul E. J. Muhly,,Accomack County,410
VA,County,,VA,Lee County,,Clerk of Court (LEE COUNTY),L. Rene Lamey,,Lee County,4121
VA,County,,VA,Northampton County,,Commonwealth's Attorney (NORTHAMPTON COUNTY),"Bruce D. Jones, Jr.",,Northampton County,2160
VA,City,,VA,,Colonial Heights City,Member City Council - Special (COLONIAL HEIGHTS CITY),"E. ""Betsy"" Gentry Luck",,Colonial Heights City,1405
VA,County,,VA,Madison County,,Sheriff (MADISON COUNTY),Erik J. Weaver,,Madison County,2758
VA,County,Amherst County Board of Supervisors,VA,Amherst County,,Member Board of Supervisors (DISTRICT 4),"David W. Pugh, Jr.",,Amherst County,1095
VA,County,,VA,Rockingham County,,Commissioner of Revenue (ROCKINGHAM COUNTY),Lowell R. Barb,,Rockingham County,9107
VA,County,Albemarle County Board of Supervisors,VA,Albemarle County,,Member Board of Supervisors (RIVANNA DISTRICT),Norman G. Dill,,Albemarle County,2051
VA,County,Culpeper County School Board,VA,Culpeper County,,Member School Board (CATALPA DISTRICT),Nate J. Clancy,,Culpeper County,1180
VA,County,,VA,Louisa County,,Treasurer (LOUISA COUNTY),Henry Binns Wash,,Louisa County,4745
VA,County,,VA,Smyth County,,Soil and Water Conservation Director Evergreen District (SMYTH COUNTY),Justin W. McClellan,,Smyth County,3766
VA,County,,VA,Giles County,,Commonwealth's Attorney (GILES COUNTY),"Robert M. Lilly, Jr.",,Giles County,4893
VA,County,Wythe County Board of Supervisors,VA,Wythe County,,Member Board of Supervisors (DISTRICT 2),Charlie G. Lester Jr.,,Wythe County,1082
VA,County,Craig County Board of Supervisors,VA,Craig County,,Member Board of Supervisors (CRAIG CITY DISTRICT),Rusty M. Zimmerman,,Craig County,211
VA,County,,VA,Frederick County,,Commonwealth's Attorney (FREDERICK COUNTY),Ross P. Spicer,,Frederick County,11566
VA,County,,VA,Augusta County,,Treasurer (AUGUSTA COUNTY),Richard T. Homes,,Augusta County,14975
VA,City,,VA,,Harrisonburg City,Soil and Water Conservation Director Shenandoah Valley District (HARRISONBURG CITY),"William K. ""Bill"" Latham",,Harrisonburg City,2326
VA,County,Sussex County Board of Supervisors,VA,Sussex County,,Member Board of Supervisors (WAKEFIELD DISTRICT),John A. Stringfield ,,Sussex County,177
VA,County,,VA,Clarke County,,Soil and Water Conservation Director Lord Fairfax District (CLARKE COUNTY),Justin Mackay-Smith,,Clarke County,2208
VA,County,Clarke County School Board,VA,Clarke County,,Member School Board (BUCKMARSH DISTRICT),Monica H. Singh-Smith,,Clarke County,538
VA,County,Roanoke County Board of Supervisors,VA,Roanoke County,,Member Board of Supervisors (CATAWBA DISTRICT),Martha B. Hooker,,Roanoke County,3777
VA,County,Bedford County School Board,VA,Bedford County,,Member School Board (DISTRICT 1),Richard P. Downey,,Bedford County,977
VA,County,Franklin County Board of Supervisors,VA,Franklin County,,Member Board of Supervisors (BLUE RIDGE DISTRICT),Timothy Gordon Tatum,,Franklin County,885
VA,County,Brunswick County Board of Supervisors,VA,Brunswick County,,Member Board of Supervisors (DISTRICT 3),Bernard L. Jones Sr.,,Brunswick County,578
VA,County,,VA,Northampton County,,Commissioner of Revenue (NORTHAMPTON COUNTY),Charlene P. Gray,,Northampton County,2546
VA,County,Patrick County School Board,VA,Patrick County,,Member School Board (PETERS CREEK DISTRICT),Annie H. Hylton,,Patrick County,703
VA,County,,VA,Warren County,,Commissioner of Revenue (WARREN COUNTY),Sherry T. Sours,,Warren County,3958
VA,County,Rockbridge County Board of Supervisors,VA,Rockbridge County,,Member Board of Supervisors  (SOUTH RIVER DISTRICT),Ronnie R. Campbell,,Rockbridge County,778
VA,County,Goochland County Board of Supervisors,VA,Goochland County,,Member Board of Supervisors (DISTRICT 4),Robert H. Minnick,,Goochland County,1105
VA,County,,VA,Loudoun County,,Clerk of Court (LOUDOUN COUNTY),Gary M. Clemens,,Loudoun County,38151
VA,County,,VA,Gloucester County,,Clerk of Court (GLOUCESTER COUNTY),Margaret F. Walker,,Gloucester County,4640
VA,County,Carroll County School Board,VA,Carroll County,,Member School Board (SULPHUR SPRINGS DISTRICT),Reginald M. Gardner,,Carroll County,1222
VA,County,,VA,Rappahannock County,,Treasurer (RAPPAHANNOCK COUNTY),Debra L. Knick,,Rappahannock County,2490
VA,County,,VA,Richmond County,,Commissioner of Revenue (RICHMOND COUNTY),Jennifer W. Delano,,Richmond County,1888
VA,County,Fauquier County Board of Supervisors,VA,Fauquier County,,Member Board of Supervisors (LEE DISTRICT),Christopher T. Butler,,Fauquier County,1742
VA,County,,VA,Franklin County,,Soil and Water Conservation Director Blue Ridge District (FRANKLIN COUNTY),Daphne W. Jamison,,Franklin County,8311
VA,County,Roanoke County Board of Supervisors,VA,Roanoke County,,Member Board of Supervisors (CAVE SPRING DISTRICT),George G. Assaid,,Roanoke County,2369
VA,County,Dickenson County School Board,VA,Dickenson County,,Member School Board (DISTRICT III),Susan Blevins Mullins,,Dickenson County,437
VA,County,,VA,Buchanan County,,Soil and Water Conservation Director Big Sandy District (BUCHANAN COUNTY),James N. Horn,,Buchanan County,2468
VA,County,Greensville County School Board,VA,Greensville County,,Member School Board (DISTRICT 3),Rhonda Kay Jones-Gilliam,,Greensville County,540
VA,County,,VA,Mecklenburg County,,Member Town Council (BRODNAX),Shannon Lynch Pulley,,Mecklenburg County,10
VA,County,,VA,Nottoway County,,Soil and Water Conservation Director Piedmont District (NOTTOWAY COUNTY),"Richard O. ""Ricky"" Rash",,Nottoway County,2804
VA,County,,VA,Caroline County,,Soil and Water Conservation Director Hanover-Caroline District (CAROLINE COUNTY),"Cynthia C. ""Cindy"" Smith",,Caroline County,4315
VA,County,Loudoun County Board of Supervisors,VA,Loudoun County,,Member Board of Supervisors (ASHBURN DISTRICT),Ralph M. Buona,,Loudoun County,4183
VA,County,Lee County Board of Supervisors,VA,Lee County,,Member Board of Supervisors (DISTRICT 5),"R. Dennis ""DD"" Leonard",,Lee County,590
VA,County,Fairfax County Board of Supervisors,VA,Fairfax County,,Chairman-Board of Supervisors (FAIRFAX COUNTY),Sharon S. Bulova,,Fairfax County,111273
VA,County,,VA,Lancaster County,,Sheriff (LANCASTER COUNTY),Patrick McCranie,,Lancaster County,2382
VA,County,Chesterfield County School Board,VA,Chesterfield County,,Member School Board (DALE DISTRICT),John M. Erbach,,Chesterfield County,5632
VA,County,Botetourt County School Board,VA,Botetourt County,,Member School Board (VALLEY DISTRICT),Michael W. Beahm,,Botetourt County,651
VA,County,Albemarle County School Board,VA,Albemarle County,,Member School Board (RIVANNA DISTRICT),Jason W. Buyaki,,Albemarle County,3148
VA,County,,VA,Charlotte County,,Commissioner of Revenue (CHARLOTTE COUNTY),Naisha P. Carter,,Charlotte County,1644
VA,County,,VA,Charles City County,,Soil and Water Conservation Director Colonial District (CHARLES CITY COUNTY),L. Fred Browning,,Charles City County,1533
VA,County,Loudoun County Board of Supervisors,VA,Loudoun County,,Member Board of Supervisors (ALGONKIAN DISTRICT),Suzanne M. Volpe,,Loudoun County,4122
VA,County,,VA,Botetourt County,,Commissioner of Revenue (BOTETOURT COUNTY),Rodney D. Spickard,,Botetourt County,5245
VA,County,Rockbridge County School Board,VA,Rockbridge County,,Member School Board  (WALKERS CREEK DISTRICT),"Albert J ""Jay"" Lewis II",,Rockbridge County,891
VA,County,King & Queen County School Board,VA,King & Queen County,,Member School Board (SHANGHAI DISTRICT),Stephanie H. Sears,,King & Queen County,294
VA,County,,VA,Dinwiddie County,,Treasurer (DINWIDDIE COUNTY),Jennifer Carraway Perkins,,Dinwiddie County,5701
VA,County,Northampton County School Board,VA,Northampton County,,Member School Board (DISTRICT 4),Jo Ann P. Molera,,Northampton County,748
VA,County,,VA,Southampton County,,Commonwealth's Attorney (FRANKLIN CITY-SOUTHAMPTON COUNTY),Eric A. Cooke,,Southampton County,2282
VA,County,Montgomery County Board of Supervisors,VA,Montgomery County,,Member Board of Supervisors (DISTRICT G),April N. DeMotts,,Montgomery County,1079
VA,County,Henrico County Board of Supervisors,VA,Henrico County,,Member Board of Supervisors (TUCKAHOE DISTRICT),"Patricia S. ""Pat"" O'Bannon",,Henrico County,13236
VA,County,Dickenson County Board of Supervisors,VA,Dickenson County,,Member Board of Supervisors (DISTRICT III),Shelbie J. Willis,,Dickenson County,426
VA,County,Bland County School Board,VA,Bland County,,Member School Board (DISTRICT 3),Duane T. Bailey,,Bland County,314
VA,County,,VA,King George County,,Commonwealth's Attorney (KING GEORGE COUNTY),Keri A. Gusmann,,King George County,4244
VA,County,,VA,Buckingham County,,Commissioner of Revenue (BUCKINGHAM COUNTY),Stephanie L. Allen,,Buckingham County,2266
VA,County,Mecklenburg County Board of Supervisors,VA,Mecklenburg County,,Member Board of Supervisors (DISTRICT 1),Andy R. Hargrove,,Mecklenburg County,615
VA,County,Chesterfield County School Board,VA,Chesterfield County,,Member School Board (BERMUDA DISTRICT),Carrie E. Coyner,,Chesterfield County,8242
VA,County,,VA,Highland County,,Soil and Water Conservation Director Mountain District (HIGHLAND COUNTY),"Douglas O ""Dean"" Beverage",,Highland County,1021
VA,County,,VA,Giles County,,Soil and Water Conservation Director Skyline District (GILES COUNTY),Diane E. Price,,Giles County,3600
VA,County,,VA,Buckingham County,,Member Town Council (DILLWYN),Karen Sue Moss,,Buckingham County,49
VA,County,York County Board of Supervisors,VA,York County,,Member Board of Supervisors (DISTRICT 4),Jeff D. Wassmer,,York County,1874
VA,County,Gloucester County School Board,VA,Gloucester County,,Member School Board (WARE DISTRICT),Robin M. Rice,,Gloucester County,967
VA,County,,VA,Chesterfield County,,Soil and Water Conservation Director James River District (CHESTERFIELD COUNTY),Margie D. Davis,,Chesterfield County,29178
VA,County,,VA,Russell County,,Commonwealth's Attorney (RUSSELL COUNTY),Brian K. Patton,,Russell County,5521
VA,County,Nottoway County Board of Supervisors,VA,Nottoway County,,Member Board of Supervisors (DISTRICT 5),Clarence A. Simpson,,Nottoway County,641
VA,County,,VA,Carroll County,,Treasurer (CARROLL COUNTY),Bonita M. Williams,,Carroll County,6322
VA,County,,VA,Botetourt County,,Member Town Council (TROUTVILLE),Doris C. Camper,,Botetourt County,53
VA,County,,VA,Henrico County,,Commonwealth's Attorney (HENRICO COUNTY),Shannon L. Taylor,,Henrico County,34857
VA,County,Pulaski County School Board,VA,Pulaski County,,Member School Board (MASSIE DISTRICT),Beckie A. Cox,,Pulaski County,1085
VA,City,,VA,,Covington City,Clerk of Court (ALLEGHANY COUNTY-COVINGTON CITY),Debra N. Byer,,Covington City,878
VA,County,Prince Edward County Board of Supervisors,VA,Prince Edward County,,Member Board of Supervisors (DISTRICT 4),Odessa H. Pride,,Prince Edward County,336
